puzzle_id,label,row_hints,col_hints,num_solutions,json_file_path
1707,4,"[[], [], [], [1], [1], [1, 1], [2, 1], [2, 2], [5], [1], [], [1], [1], [], []]","[[], [], [], [], [2], [3], [2, 1, 2], [2], [2], [3], [1], [1], [], [], []]",9,./mnist_nonograms\mnist_puzzle_1707.json
1708,4,"[[], [], [], [1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [5], [1], [2], [2], [1], []]","[[], [], [], [2], [2], [1, 1], [1, 1], [1, 3], [1, 4], [1, 4], [2], [], [], [], []]",4,./mnist_nonograms\mnist_puzzle_1708.json
1713,4,"[[], [], [], [2, 1], [1, 1], [1, 1], [1, 1], [1, 2], [1, 1], [7], [1, 1], [2], [2], [], []]","[[], [], [], [2], [2], [2, 1], [3, 1], [1, 1, 1], [1, 2], [5], [4], [1], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1713.json
1715,9,"[[], [], [], [], [3], [2, 1], [1, 2], [3, 1], [3, 1], [1], [1], [1], [1], [1], []]","[[], [], [], [], [2], [4], [1, 2], [1, 1], [3], [1, 7], [], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1715.json
172,7,"[[], [], [], [], [8], [2, 1], [1, 2], [2, 1], [1, 1], [1], [2], [1], [1], [1], []]","[[], [], [], [2], [3, 1], [2, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 2], [1, 1], [3], [], []]",785,./mnist_nonograms\mnist_puzzle_172.json
1722,5,"[[], [], [], [], [3, 1, 2], [1], [1], [1], [5], [1, 1], [1, 1], [5], [], [], []]","[[], [], [], [1], [3, 1], [2, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [2], [1], [], [1], [1], []]",2,./mnist_nonograms\mnist_puzzle_1722.json
1726,4,"[[], [], [1], [2], [2, 1], [2, 2], [1, 1], [1, 2], [2, 1], [7], [3], [2], [2], [], []]","[[], [], [], [3], [2, 2], [2, 1], [1, 1], [4], [4], [4], [3], [3], [2], [], []]",2,./mnist_nonograms\mnist_puzzle_1726.json
1728,2,"[[], [], [1], [5], [7], [4, 2], [1, 2], [2], [3], [6], [5, 3], [5, 2], [2], [], []]","[[], [], [2], [1, 3], [2, 2], [2, 3], [3, 3], [3, 2], [2, 2], [2, 5], [9], [2, 2], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1728.json
1731,1,"[[], [], [1], [1], [2], [2], [2], [1], [1], [1], [1], [1], [1], [], []]","[[], [], [], [], [], [], [3], [6], [5], [], [], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1731.json
1734,9,"[[], [], [], [3], [2, 2], [1, 1], [1, 2], [5], [5], [2], [1], [1], [2], [1], []]","[[], [], [], [], [], [4, 2], [1, 2, 2], [2, 4], [1, 3], [2, 3], [3], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1734.json
1735,5,"[[], [], [], [2], [4], [1], [5], [1], [1], [1], [1, 1], [2, 3], [], [], []]","[[], [], [], [], [1], [2, 1, 2], [2, 1, 1], [1, 1], [1, 1, 1], [1, 1], [3, 1], [1], [], [], []]",9,./mnist_nonograms\mnist_puzzle_1735.json
1736,7,"[[], [], [], [], [2], [2, 2], [1], [1], [1], [2], [2], [1], [1], [], [1]]","[[], [], [], [], [1], [1, 1], [1, 1], [1, 2], [2], [1, 2], [3], [], [], [], []]",49,./mnist_nonograms\mnist_puzzle_1736.json
1737,8,"[[], [], [2], [2, 1, 1], [1], [1, 1], [1, 1], [2], [4], [2, 1], [1], [1, 1], [4], [], []]","[[], [], [], [2], [1], [3, 1, 1], [1, 1, 1, 1], [1, 2, 1], [1, 2, 1], [1, 1, 2, 1], [1], [1], [], [], []]",26,./mnist_nonograms\mnist_puzzle_1737.json
1738,5,"[[], [], [], [3], [7], [2, 1], [2], [1], [2], [5], [1, 1], [1, 2], [2], [1], []]","[[], [], [], [1], [4], [2, 3, 1], [2, 1, 1], [1, 1, 2], [1, 3], [1], [1], [3], [2], [1], []]",2,./mnist_nonograms\mnist_puzzle_1738.json
174,7,"[[], [], [], [], [5], [1, 3], [1], [2], [2], [1], [1], [1], [2], [], []]","[[], [1], [1], [1], [1], [2], [], [1], [1, 1], [1, 2], [5], [2], [], [], []]",4,./mnist_nonograms\mnist_puzzle_174.json
1743,8,"[[], [], [], [2, 1], [1, 1], [1, 1], [8], [1, 1], [1, 1], [1, 1], [1, 2], [7], [], [], []]","[[], [], [], [1, 2], [1, 3, 1], [1, 1, 1], [1, 1, 1], [1, 1], [1, 1], [4, 1], [1, 1], [1, 1], [1, 2], [1], []]",704,./mnist_nonograms\mnist_puzzle_1743.json
1748,9,"[[], [], [], [], [6], [1], [1, 1], [1, 2], [1, 1], [1], [1], [1], [2], [], []]","[[], [], [], [3], [1, 1], [1], [1], [1], [1], [1, 2], [2, 3], [1], [1], [], []]",22,./mnist_nonograms\mnist_puzzle_1748.json
1753,2,"[[], [], [3], [1, 3], [1], [2], [2], [2], [2], [3], [6], [2, 1], [1], [], []]","[[], [], [], [], [2], [1, 2], [1, 2], [2, 4], [2, 6], [4, 2], [1], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1753.json
1756,9,"[[], [], [], [2], [1, 1], [1, 2], [2, 3], [6], [2, 2], [1], [2], [2], [1], [1], []]","[[], [], [], [], [2], [4], [1, 2, 3], [1, 1, 2], [1, 6], [5], [1], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1756.json
1759,4,"[[], [], [], [1], [1, 1], [2, 1], [1, 1], [7], [2, 1], [2], [2], [1], [1], [1], []]","[[], [], [], [], [4], [2, 2], [1, 2], [1, 2], [1, 2], [3], [2], [2], [1], [], []]",6,./mnist_nonograms\mnist_puzzle_1759.json
176,5,"[[], [], [1], [7], [1], [1], [1], [4], [5], [1, 1], [2], [6], [4], [], []]","[[], [], [], [], [1], [3, 2], [6, 2], [1, 2, 2], [1, 2, 2], [2, 4], [1, 1], [1], [1], [], []]",2,./mnist_nonograms\mnist_puzzle_176.json
1760,0,"[[], [], [2], [3, 1], [1, 2], [2, 1], [1, 1], [1, 1], [2, 1], [1, 2], [2, 2], [7], [2], [], []]","[[], [], [], [4], [3, 2], [1, 2], [2, 2], [1, 1], [1, 1], [2, 2], [1, 2], [2, 2], [4], [], []]",2,./mnist_nonograms\mnist_puzzle_1760.json
1761,9,"[[], [], [], [3], [2, 1], [1, 1], [5], [3], [2], [2], [1], [2], [2], [], []]","[[], [], [], [], [], [3], [2, 2, 2], [1, 7], [1, 4], [2], [1], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1761.json
1762,9,"[[], [], [], [5], [1, 2], [1, 1], [2, 2], [4, 1], [2, 1], [1], [1, 1], [1, 2], [5], [], []]","[[], [], [], [2], [2, 1], [1, 2, 1], [1, 2, 1], [1, 2, 1], [1, 1, 1], [1, 1, 1], [9], [1], [], [], []]",6,./mnist_nonograms\mnist_puzzle_1762.json
1765,9,"[[], [], [], [3], [1, 2], [1, 2], [1, 2], [1, 3], [1, 3], [4, 1], [1, 1], [1], [1], [1], []]","[[], [], [], [], [4], [2, 2], [1, 1], [1, 3], [6], [7], [3], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1765.json
1766,1,"[[], [], [], [1], [2], [1], [2], [1], [2], [1], [1], [1], [1], [], []]","[[], [], [], [], [], [2], [3], [3], [3], [2], [], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1766.json
1767,0,"[[], [], [1], [4], [2, 1], [1, 1], [1, 1], [1, 1], [1], [2, 1], [1, 1], [4], [1], [], []]","[[], [], [], [], [], [7], [3, 3], [1, 2], [1, 1], [2, 1], [2, 2], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1767.json
177,0,"[[], [], [1], [3], [2, 1], [2, 1], [2, 1], [1, 1], [2, 1], [2, 1], [1, 1], [2, 2], [2], [], []]","[[], [], [], [], [4], [4, 2], [2, 1], [2, 1], [2, 1], [2, 1], [7], [], [], [], []]",4,./mnist_nonograms\mnist_puzzle_177.json
1770,6,"[[], [], [2], [2], [2], [1], [1], [1, 3], [1, 1, 2], [1, 1], [1, 1], [4], [], [], []]","[[], [], [], [], [], [5], [1, 1], [2, 2, 1], [2, 1, 1], [2, 2, 1], [1, 2], [], [], [], []]",6,./mnist_nonograms\mnist_puzzle_1770.json
1772,3,"[[], [], [], [5], [1], [2], [4], [1], [1], [1], [1], [1], [5], [], []]","[[], [], [], [], [1], [1, 1, 1], [1, 1, 1], [1, 2, 1], [1, 2, 1], [2, 5], [], [], [], [], []]",3,./mnist_nonograms\mnist_puzzle_1772.json
1774,2,"[[], [], [5], [1], [1], [1], [1], [3, 1], [6, 1], [1, 3], [8], [1, 2], [], [], []]","[[], [], [3], [2, 1], [2, 2], [2, 1], [1, 1, 1], [1, 3], [1, 2], [1, 3], [6, 1], [1], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1774.json
1777,3,"[[], [], [2], [2], [2], [1], [3], [1], [1], [1], [], [1], [3], [], []]","[[], [], [], [], [], [1, 1], [1, 1, 1], [4, 1], [2, 1], [2, 1], [1], [], [], [], []]",83,./mnist_nonograms\mnist_puzzle_1777.json
178,3,"[[], [], [], [4], [4], [3], [4], [4], [4], [4], [4], [3], [4], [], []]","[[], [], [], [], [1], [1, 2, 1], [2, 3, 1], [10], [9], [3, 3], [2], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_178.json
1780,5,"[[], [], [6], [2], [1], [2], [6], [1], [1], [1], [1], [2, 2], [4], [], []]","[[], [], [], [1], [2, 1], [4, 1], [2, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1], [1, 4], [], [], []]",3,./mnist_nonograms\mnist_puzzle_1780.json
1781,7,"[[], [], [], [], [5], [2, 1], [3, 2], [1], [1], [1], [2], [2], [2], [1], []]","[[], [], [], [1], [1], [2], [2, 2], [1, 3], [1, 2], [1, 4], [3], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1781.json
1784,7,"[[], [], [], [], [2, 1], [6], [1, 1], [2], [2], [2], [2], [1], [2], [1], []]","[[], [], [], [], [], [2, 2], [2, 3], [2, 3], [1, 3], [3], [2], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1784.json
1786,4,"[[], [], [], [1], [1, 2], [1, 2], [1, 2], [3], [2], [2], [2], [2], [1], [1], []]","[[], [], [], [], [], [3], [1], [7], [8], [4], [], [], [], [], []]",5,./mnist_nonograms\mnist_puzzle_1786.json
1790,9,"[[], [], [], [], [5], [2, 2], [1, 3], [1, 1, 1], [3, 1], [2], [1], [1], [1], [1], []]","[[], [], [], [2], [1, 1], [1, 1, 1], [1, 1, 2], [1, 2], [1, 1, 1], [1, 3], [3], [2], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1790.json
1791,1,"[[], [], [], [1], [2], [2], [2], [3], [3], [3], [3], [2], [2], [], []]","[[], [], [], [], [], [3], [6], [6], [6], [2], [], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1791.json
1793,6,"[[], [1], [1], [2], [2], [2], [3], [6], [2, 1], [2, 2], [1, 3], [2], [], [], []]","[[], [], [], [2], [2, 1], [2, 1], [2, 1], [3, 1], [3, 2], [1, 1, 1], [2, 2], [3], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1793.json
1795,0,"[[], [], [2], [7], [8], [5, 2], [3, 3], [3, 3], [3, 3], [2, 3], [9], [8], [1], [], []]","[[], [], [], [7], [9], [6, 2], [3, 3], [4, 2], [3, 2], [2, 3], [9], [7], [3], [], []]",2,./mnist_nonograms\mnist_puzzle_1795.json
1796,2,"[[], [], [], [7], [2], [1], [1], [2], [2], [2], [1], [2, 1], [4], [], []]","[[], [], [], [], [1, 1], [1, 3], [1, 2, 1], [1, 2, 1], [1, 1, 1], [1, 1, 1], [3, 1], [1], [], [], []]",5,./mnist_nonograms\mnist_puzzle_1796.json
1798,2,"[[], [], [3], [1, 1], [1, 1], [1], [1], [1], [1], [2], [4], [2, 4], [], [], []]","[[], [], [], [], [2, 1], [1, 2], [1, 1], [1, 2], [1, 3], [6, 1], [1], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1798.json
1801,3,"[[], [], [1], [1, 3], [2], [2], [2], [3], [1], [1], [1, 1], [6], [1], [], []]","[[], [], [], [], [2], [1, 1], [1, 1, 2], [1, 3, 1], [3, 1, 1], [2, 2, 2], [1], [], [], [], []]",10,./mnist_nonograms\mnist_puzzle_1801.json
1802,1,"[[], [], [1], [1], [1], [1], [2], [2], [1], [1], [1], [1], [1], [], []]","[[], [], [], [], [], [2], [2], [3], [3], [3], [], [], [], [], []]",14,./mnist_nonograms\mnist_puzzle_1802.json
1807,3,"[[], [], [3], [6], [1], [2], [3], [5], [2, 2], [1], [2, 3], [7], [3], [], []]","[[], [], [1], [2], [2], [1, 2], [2, 2, 2], [2, 3, 1], [2, 2, 2], [1, 4, 2], [3, 4], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1807.json
1808,6,"[[], [], [2], [2], [2], [1], [1], [2], [2], [1, 2], [1, 1], [4], [], [], []]","[[], [], [], [], [], [5], [3, 1], [2, 1, 1], [2, 3], [2], [1], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1808.json
1813,9,"[[], [], [], [], [3], [2, 1], [1, 2], [1, 3], [1, 3], [2, 1], [1], [1], [], [1], [1]]","[[], [], [], [], [3], [1, 1], [1, 2], [1, 1, 1], [2, 1], [1, 4], [4], [1], [], [], []]",24,./mnist_nonograms\mnist_puzzle_1813.json
1814,7,"[[], [], [], [], [], [9], [1, 1], [1, 1], [1, 1], [1], [1], [1], [1], [1], []]","[[], [], [1], [1, 2], [1], [1], [1], [1], [1, 1], [1, 1], [1, 2], [5], [], [], []]",10,./mnist_nonograms\mnist_puzzle_1814.json
1818,5,"[[], [], [4], [1], [1], [3], [1, 1], [1], [1], [], [1], [1, 1], [2], [], []]","[[], [], [], [], [], [1], [7, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [], [], [], [], []]",7,./mnist_nonograms\mnist_puzzle_1818.json
1821,3,"[[], [], [], [4], [4], [1], [2], [3], [2, 1], [], [], [1], [4], [], []]","[[], [], [], [], [], [1, 1], [2, 1], [2, 3, 1], [2, 3, 1], [2, 1, 1], [1], [], [], [], []]",4,./mnist_nonograms\mnist_puzzle_1821.json
1822,0,"[[], [], [], [2, 3], [1, 2], [2, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 2], [2, 2], [4], [], []]","[[], [], [4], [2, 2], [2, 1], [1, 1], [1, 1], [1], [1, 1], [1, 1], [2, 2], [2, 2], [3], [], []]",294,./mnist_nonograms\mnist_puzzle_1822.json
1828,0,"[[], [], [], [2, 2], [1, 1], [1], [1, 1], [1], [1], [1], [1, 1], [1, 1], [4], [], []]","[[], [], [], [], [2, 5], [1, 1], [1], [1], [1, 1], [1, 1], [1, 1], [2, 1], [], [], []]",200,./mnist_nonograms\mnist_puzzle_1828.json
1829,5,"[[], [], [1], [4], [3], [2], [7], [1], [1], [1], [1], [1, 3], [4], [], []]","[[], [], [], [1], [2, 1], [3, 1], [1, 1, 1], [2, 1, 2], [1, 1, 1], [1, 1, 1], [2, 2, 1], [2], [], [], []]",9,./mnist_nonograms\mnist_puzzle_1829.json
1836,4,"[[], [], [], [1], [1], [1, 2], [2, 2], [1, 2], [6], [2], [2], [2], [1], [], []]","[[], [], [], [], [4], [3], [1], [1], [4], [8], [4], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1836.json
1837,3,"[[], [], [2], [2], [1], [2], [2], [2], [2], [2], [1], [1, 2], [3], [], []]","[[], [], [], [], [], [1, 1], [1, 2, 1], [1, 1, 2, 1], [1, 1, 2, 2], [2, 3], [], [], [], [], []]",3,./mnist_nonograms\mnist_puzzle_1837.json
1843,8,"[[], [], [], [5], [1, 1], [1, 2], [4], [3], [3], [1, 2], [1, 1], [1, 1], [3], [], []]","[[], [], [], [], [], [3, 2], [1, 4, 1], [1, 3, 1], [1, 4, 1], [1, 2, 3], [1], [1], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1843.json
1844,9,"[[], [], [], [2], [2], [1], [5], [1], [1], [2], [1], [1], [2], [], []]","[[], [], [], [], [], [1], [3, 2], [1, 1, 2], [1, 1, 1], [1, 3], [1], [], [], [], []]",3,./mnist_nonograms\mnist_puzzle_1844.json
1850,5,"[[], [], [], [], [1], [3], [2], [2, 1], [1], [4, 2], [1], [], [], [], []]","[[], [], [1], [1], [1], [1], [1, 1], [3, 1], [2, 1], [1, 2], [1], [], [], [], []]",15,./mnist_nonograms\mnist_puzzle_1850.json
1851,5,"[[], [], [1], [1], [7], [1], [4], [3, 2], [2, 1], [1], [2], [1, 3], [2], [], []]","[[], [], [], [], [2, 1], [1, 3, 1], [6, 1], [1, 1, 1], [1, 1, 1], [1, 1, 2], [1, 4], [1], [], [], []]",4,./mnist_nonograms\mnist_puzzle_1851.json
1854,7,"[[], [], [], [], [6], [5, 1], [2], [2], [2], [2], [3], [2], [2], [2], []]","[[], [], [], [1, 2], [1, 2], [1, 1], [1, 2], [2, 1], [1, 2], [1, 1], [1, 2], [1, 3], [3], [], []]",2,./mnist_nonograms\mnist_puzzle_1854.json
1855,2,"[[], [], [2], [2], [2], [1], [2], [1], [2], [5], [2], [1], [1], [], []]","[[], [], [], [], [1], [1, 1], [2, 1], [2, 2], [7], [1, 1], [1], [1], [], [], []]",16,./mnist_nonograms\mnist_puzzle_1855.json
1860,9,"[[], [], [], [4], [6], [2, 1], [2, 2], [7], [6], [4], [2], [3], [2], [1], []]","[[], [], [], [1], [4], [2, 2], [2, 3, 2], [2, 7], [2, 5], [2, 4], [4], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1860.json
1861,2,"[[], [], [3], [2, 1], [1, 1], [], [1], [1], [1], [5], [1, 3], [3, 3], [], [], []]","[[], [], [], [2], [1, 1], [1, 1], [1, 2], [1, 2], [2, 3], [1, 2, 1], [3, 1], [1], [], [], []]",11,./mnist_nonograms\mnist_puzzle_1861.json
1862,9,"[[], [], [], [], [5], [2, 2], [2, 2], [1, 2, 2], [1, 2, 1], [1, 1], [2], [2], [2], [1], []]","[[], [], [1], [2, 1], [1], [1, 1], [1, 2, 2], [1, 1, 3], [1, 3], [1, 3], [4], [2], [], [], []]",3,./mnist_nonograms\mnist_puzzle_1862.json
1869,2,"[[], [], [5], [5], [2], [3], [4], [4], [3], [2, 1], [8], [7], [], [], []]","[[], [], [], [1], [3], [5], [1, 3, 2], [2, 3, 2], [2, 3, 2], [5, 2], [4, 3], [1], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1869.json
187,0,"[[], [], [], [4], [5], [1, 1], [1], [1, 1], [1, 1], [1, 1], [1], [1, 1], [4], [], []]","[[], [], [], [], [4], [3, 1], [2, 1], [2, 1], [2, 1], [2, 1], [1, 1], [3], [], [], []]",25,./mnist_nonograms\mnist_puzzle_187.json
1871,1,"[[], [], [1], [1], [2], [2], [2], [2], [2], [2], [2], [2], [1], [], []]","[[], [], [], [], [], [], [2], [8], [9], [], [], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1871.json
1874,8,"[[], [], [2], [5], [1, 1], [1], [1, 3], [7, 1], [3, 1], [1, 1], [1, 1], [2, 1], [3], [], []]","[[], [], [], [1, 2], [1, 1, 2], [1, 5], [2, 2, 1], [2, 1, 1], [1, 2, 1], [1, 2, 1], [1], [2, 1], [2], [], []]",12,./mnist_nonograms\mnist_puzzle_1874.json
188,6,"[[], [], [1], [1], [2], [1], [1], [1], [1, 2], [6], [1], [], [], [], []]","[[], [], [], [], [], [3], [2, 2], [1, 1], [2, 1], [1, 2], [2], [], [], [], []]",6,./mnist_nonograms\mnist_puzzle_188.json
1882,1,"[[], [], [1], [2], [2], [2], [2], [2], [2], [2], [1], [2], [1], [], []]","[[], [], [], [], [], [2], [4], [4], [4], [3], [2], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1882.json
1884,4,"[[], [], [], [1], [1], [1, 1], [1, 1], [1, 1], [1, 3], [1], [1], [2], [2], [], []]","[[], [], [], [], [2], [1], [1], [1, 2], [5], [6], [], [], [], [], []]",4,./mnist_nonograms\mnist_puzzle_1884.json
1885,7,"[[], [], [], [], [9], [1], [1], [1], [2], [2], [2], [1], [1], [2], []]","[[], [], [], [1], [1, 1], [1, 2], [1, 1], [1, 1], [1, 2], [1, 2], [1, 2], [3], [], [], []]",14,./mnist_nonograms\mnist_puzzle_1885.json
1887,2,"[[], [], [5], [1, 1], [1], [1], [2], [5], [5], [1, 3], [1, 2, 1], [4, 3], [], [], []]","[[], [], [], [2], [1, 1], [2, 2, 1], [1, 2, 2], [1, 4], [1, 3], [1, 4], [4, 2], [1], [1], [], []]",2,./mnist_nonograms\mnist_puzzle_1887.json
1892,9,"[[], [], [], [2], [2], [2, 1], [1, 1], [1, 3], [5], [1, 1], [1], [2], [3], [2], []]","[[], [], [], [], [], [4], [2, 2, 2], [1, 1, 3], [1, 2, 3], [1, 3], [3], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1892.json
1894,5,"[[], [], [4], [3], [1], [2], [1], [6], [6], [1], [2], [1, 3], [1], [], []]","[[], [], [], [], [1], [4], [3, 2, 1], [1, 2, 1], [2, 2, 1], [1, 2, 2], [1, 4], [1], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1894.json
1895,4,"[[], [], [], [1, 1], [1], [1, 1], [1], [1, 1], [1, 2], [2, 1], [1], [], [1], [], []]","[[], [], [], [2], [1], [1, 1], [1], [], [1, 1], [4], [3], [1], [], [], []]",221,./mnist_nonograms\mnist_puzzle_1895.json
1896,6,"[[], [1], [1], [1], [1], [1], [1, 3], [2, 1, 1], [2, 2, 1], [1, 2, 1], [5], [3], [], [], []]","[[], [], [], [], [3], [3, 3], [1, 1], [1, 4], [5], [1, 2], [1, 1], [4], [], [], []]",10,./mnist_nonograms\mnist_puzzle_1896.json
1897,0,"[[], [], [1], [4], [6], [3, 3], [2, 1], [2, 2], [2, 2], [1, 3], [2, 3], [6], [3], [], []]","[[], [], [], [2], [6], [4, 2], [3, 2], [3, 1], [2, 2], [3, 2], [3, 4], [6], [1], [], []]",2,./mnist_nonograms\mnist_puzzle_1897.json
1898,7,"[[], [], [], [], [5], [2, 1], [1, 1], [1], [1], [1], [2], [2], [2], [1], []]","[[], [], [], [], [1], [1], [2, 2], [1, 3], [1, 3], [1, 3], [2], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1898.json
1899,0,"[[], [], [1], [4], [4], [2, 1], [1, 1], [2, 1], [1, 1], [2, 1], [1, 2], [6], [2], [], []]","[[], [], [], [1], [5], [3, 2], [2, 2], [2, 1], [2, 1], [3, 1], [1, 1, 1], [1, 2], [2], [], []]",6,./mnist_nonograms\mnist_puzzle_1899.json
19,3,"[[], [], [], [5], [1, 1], [2], [2], [6], [2], [2], [1], [1], [5], [], []]","[[], [], [], [2], [1, 1], [1, 1, 1], [1, 2, 1], [1, 3, 1], [2, 1, 1], [2, 1], [2, 1], [2], [], [], []]",5,./mnist_nonograms\mnist_puzzle_19.json
1901,2,"[[], [], [1], [3, 4], [2], [2], [2], [3], [3], [2], [2], [1], [6], [], []]","[[], [], [1], [1], [1, 2], [1, 1], [1, 2, 1], [1, 3, 1], [1, 2, 1], [1, 3, 1], [4], [2], [], [], []]",4,./mnist_nonograms\mnist_puzzle_1901.json
1902,0,"[[], [], [2], [1, 1], [1], [1], [1, 1], [1, 1], [1], [2, 1], [1, 1], [1, 2], [2], [], []]","[[], [], [], [], [1], [7], [1], [1, 1], [1, 1], [1, 1], [1, 1], [4], [], [], []]",178,./mnist_nonograms\mnist_puzzle_1902.json
1905,9,"[[], [], [], [2], [1], [1, 1], [1, 3], [1, 1], [1], [1], [1], [1], [1], [], []]","[[], [], [], [], [], [3], [1, 1], [1, 1], [1], [8], [], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1905.json
1908,0,"[[], [], [], [5], [2, 2], [2, 1], [1, 1], [1, 1], [1, 1], [2, 2], [1, 2], [1, 1], [4], [], []]","[[], [], [], [1], [7], [2, 1], [2, 1], [1, 1], [1, 1], [1, 2], [2, 2], [6], [], [], []]",3,./mnist_nonograms\mnist_puzzle_1908.json
1909,6,"[[], [], [2], [2], [1], [1], [1], [1], [1, 1], [1, 1, 1], [1, 1], [4], [], [], []]","[[], [], [], [], [], [5], [2, 1], [1, 1], [1, 1, 1], [1, 1, 1], [1, 2], [], [], [], []]",18,./mnist_nonograms\mnist_puzzle_1909.json
1911,9,"[[], [], [], [], [1, 1], [1, 1], [], [1, 1], [1, 2], [1, 1], [1], [1], [], [], []]","[[], [], [], [], [], [1, 2], [1, 1], [], [1], [2, 5], [], [], [], [], []]",4,./mnist_nonograms\mnist_puzzle_1911.json
1916,0,"[[], [], [], [1], [5], [8], [2, 3, 2], [2, 1], [2], [3, 2], [6], [1], [], [], []]","[[], [], [], [3], [6], [2, 2], [3, 2], [3, 1], [3, 1], [2, 2], [1, 1], [1, 2], [2, 1], [], []]",2,./mnist_nonograms\mnist_puzzle_1916.json
1923,3,"[[], [], [1], [1, 2], [2, 1], [2], [2], [2, 1], [1, 1], [1], [1], [1, 2], [3], [], []]","[[], [], [], [1], [], [1, 2, 1], [1, 1, 1], [1, 1, 1], [2, 1], [3, 1], [1, 4], [1], [], [], []]",34,./mnist_nonograms\mnist_puzzle_1923.json
1926,2,"[[], [], [3], [5], [7], [1, 2], [2], [1], [2], [5], [7], [4, 2], [2], [], []]","[[], [], [], [3], [4], [1, 3], [1, 3], [3, 2], [3, 3], [3, 3, 2], [5, 1], [3], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1926.json
1927,6,"[[], [], [2], [2], [1], [2], [4], [1, 1], [1, 1], [2], [1, 1], [4], [], [], []]","[[], [], [], [], [], [4], [3, 3], [1, 2, 1], [2, 1, 1], [1, 2, 1], [1], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1927.json
1928,6,"[[], [1], [1], [2], [1], [1], [1], [1, 1, 1], [1, 2, 1], [2, 1], [1, 1], [3], [], [], []]","[[], [], [], [], [], [3], [2, 3], [2, 1, 1], [2, 2, 1], [1, 1], [3], [], [], [], []]",4,./mnist_nonograms\mnist_puzzle_1928.json
1929,4,"[[], [], [], [2], [1, 1], [2, 1], [1, 2], [1, 2], [1, 6], [6], [2], [1], [], [], []]","[[], [], [], [1], [3], [2, 1], [2, 1], [1, 2], [1, 6], [5], [1], [1], [1], [1], []]",10,./mnist_nonograms\mnist_puzzle_1929.json
1931,6,"[[], [], [2], [1], [1], [1, 3], [2, 3], [2, 4], [2, 5], [2, 4], [2, 3], [1, 2], [], [], []]","[[], [], [], [], [5], [10], [1], [4], [5], [5], [5], [4], [1], [], []]",2,./mnist_nonograms\mnist_puzzle_1931.json
1933,0,"[[], [], [2], [3], [3, 1], [2, 1], [2, 1], [2, 1], [1, 1], [1, 1], [2, 2], [2, 2], [2], [], []]","[[], [], [], [2], [6], [2, 1], [2, 1], [2, 1], [1, 1], [2, 1], [2, 2], [2, 3], [1], [], []]",25,./mnist_nonograms\mnist_puzzle_1933.json
1937,8,"[[], [], [1], [2], [5], [1, 1], [3], [3], [1, 2], [1, 2], [1, 2], [1, 1], [2], [], []]","[[], [], [], [2], [2, 1], [1], [3, 1], [1, 5], [1, 5], [1], [3], [3], [], [], []]",6,./mnist_nonograms\mnist_puzzle_1937.json
1938,3,"[[], [], [3], [2, 2], [1], [2], [5], [2], [1], [1, 1], [2, 2], [6], [3], [], []]","[[], [], [], [2], [2], [1, 2], [1, 1, 2], [2, 1, 2], [1, 2, 1], [2, 3, 2], [2, 4], [], [], [], []]",2,./mnist_nonograms\mnist_puzzle_1938.json
