puzzle_id,label,row_hints,col_hints,num_solutions,solving_time_sec
1364,9,"[[], [], [], [3], [5], [1, 2], [2, 2], [1, 1], [1, 1], [5], [1], [1], [1], [1], []]","[[], [], [], [], [2], [3, 2], [2, 1], [2, 1], [2, 1], [10], [2], [], [], [], []]",1,0.04380655288696289
1365,2,"[[], [], [3], [5], [2], [2], [2], [2], [2], [1], [7], [6], [1], [], []]","[[], [], [], [], [], [1, 3], [2, 4], [2, 3, 2], [6, 2], [3, 2], [2], [1], [], [], []]",1,0.03933906555175781
1366,8,"[[], [], [], [4], [3, 1], [1, 2], [1, 3], [1, 2], [4], [3], [1, 1], [1, 1], [2], [], []]","[[], [], [], [], [3], [1, 2], [2, 4], [1, 4], [1, 4], [1, 2, 1, 1], [2, 2], [], [], [], []]",1,0.06403827667236328
1367,9,"[[], [], [], [2], [6], [4, 2], [7], [2, 2], [2], [3], [3], [4], [4], [2], []]","[[], [], [], [], [3], [4, 1], [4, 3], [4, 4], [2, 1, 4], [8], [5], [], [], [], []]",1,0.03670692443847656
1368,5,"[[], [], [], [], [8], [2], [2], [1], [2], [1, 1], [2], [3], [], [], []]","[[], [], [], [1], [1], [1, 1], [3, 1], [2, 2, 1], [1, 3], [1], [1], [1], [1], [1], []]",3,0.03452301025390625
1369,1,"[[], [], [], [2], [2], [2], [2], [3], [3], [2], [3], [3], [2], [], []]","[[], [], [], [], [], [], [2, 3], [10], [9], [], [], [], [], [], []]",1,0.017395973205566406
137,9,"[[], [], [], [2], [1, 1], [1], [], [1], [3], [1], [1], [1], [1], [], []]","[[], [], [], [], [], [], [2, 1], [1, 1, 3], [1, 3], [1], [], [], [], [], []]",4,0.027588367462158203
1370,5,"[[], [], [1, 1], [4], [1], [4], [7], [2], [2], [2], [1, 1], [1, 2], [4], [], []]","[[], [], [], [], [1], [4, 2], [2, 2, 1], [1, 2, 1], [1, 2, 1], [1, 1, 2], [6], [3], [], [], []]",3,0.05490708351135254
1371,1,"[[], [], [], [1], [2], [3], [2], [2], [1], [2], [2], [2], [1], [], []]","[[], [], [], [], [], [3], [3], [5], [4], [3], [], [], [], [], []]",1,0.017781972885131836
1372,5,"[[], [], [], [7], [6], [1], [2], [6], [5], [2], [2], [2], [4], [], []]","[[], [], [], [], [2], [6], [2, 2, 1], [2, 2, 1], [2, 2, 1], [2, 3, 2], [2, 3], [1, 1], [], [], []]",1,0.04522347450256348
1373,2,"[[], [], [4], [1, 1], [1], [1], [1], [3], [4], [1, 1, 1], [2, 3], [1], [], [], []]","[[], [], [], [], [3], [1, 1], [1, 3], [1, 2], [1, 2], [1, 1, 2], [4, 1], [1], [], [], []]",1,0.047421932220458984
1374,8,"[[], [], [2], [3], [5], [2, 1], [1, 1], [3], [3], [4], [2, 1], [1, 2], [5], [], []]","[[], [], [], [3], [1, 1], [2, 1, 1], [2, 3, 1], [1, 3, 2], [2, 5], [2, 1], [4], [1], [], [], []]",1,0.055483102798461914
1375,9,"[[], [], [], [3], [6], [4, 1], [3, 2], [2, 4], [9], [4, 2], [2], [2], [2], [1], []]","[[], [], [3], [5], [2, 2], [2, 2], [2, 2], [2, 2], [2, 2], [2, 3], [10], [4], [], [], []]",1,0.05233311653137207
1376,2,"[[], [], [2], [3], [1, 1], [1], [1], [1], [1], [4], [1, 3], [2], [], [], []]","[[], [], [], [], [1], [1, 1], [1, 1], [2, 2], [2, 4], [5, 1], [], [], [], [], []]",1,0.03820919990539551
1377,4,"[[], [], [], [], [1], [1, 1], [1, 1], [2, 1], [2, 1], [2], [2], [2], [1], [], []]","[[], [], [], [], [1], [4], [1], [3], [9], [], [], [], [], [], []]",2,0.026662111282348633
1378,9,"[[], [], [], [3], [4, 1], [2, 2], [2, 4], [8], [4, 2], [1], [2], [3], [2], [], []]","[[], [], [], [3], [4], [2, 2], [2, 2], [2, 2, 2], [2, 2, 3], [6], [4], [2], [], [], []]",1,0.04788923263549805
1379,1,"[[], [], [], [], [1], [1], [1], [2], [2], [2], [1], [1], [], [], []]","[[], [], [], [], [], [], [2], [3], [4], [2], [], [], [], [], []]",5,0.014655590057373047
138,5,"[[], [], [], [4], [3, 1], [2], [2], [4], [3], [2], [2], [3], [4], [], []]","[[], [], [], [], [1], [3, 1], [2, 2, 1], [2, 2, 2], [2, 2, 2], [1, 3], [2, 2], [], [], [], []]",1,0.04431509971618652
1380,6,"[[], [], [2], [3], [3], [3], [2], [6], [2, 2], [1, 2], [2, 1], [5], [], [], []]","[[], [], [], [], [4], [3, 1], [3, 1], [2, 2, 1], [2, 3, 1], [2, 1, 3], [2, 1], [2], [], [], []]",1,0.05710864067077637
1381,9,"[[], [], [], [], [4], [2, 1], [1, 1], [5], [5], [2], [2], [2], [2], [1], []]","[[], [], [], [], [], [3, 2], [1, 2, 2], [1, 5], [1, 4], [1, 3], [1], [2], [], [], []]",1,0.04057788848876953
1382,1,"[[], [], [], [2], [2], [2], [1], [1], [1], [1], [1], [1], [2], [], []]","[[], [], [], [], [], [], [], [10], [3, 1], [], [], [], [], [], []]",1,0.0158843994140625
1383,3,"[[], [], [], [4], [6], [2, 1], [1], [2], [3], [3], [1, 2], [1, 3], [3], [], []]","[[], [], [2], [1, 1], [2], [1, 1], [2, 1, 1], [1, 4], [1, 4], [2, 1, 1], [3], [2], [1], [], []]",5,0.051909446716308594
1384,3,"[[], [], [], [4], [2, 2], [2], [2], [5], [5], [2], [2], [2], [3], [2], []]","[[], [], [], [], [2], [1, 2, 1], [2, 2, 2], [1, 6], [1, 7], [4], [2], [], [], [], []]",1,0.03686094284057617
1385,3,"[[], [], [], [5], [2], [1], [3], [4], [5], [1], [1], [2], [2], [], []]","[[], [], [], [], [1], [1, 2], [1, 2], [1, 3], [2, 3, 1], [3, 2, 2], [2], [], [], [], []]",2,0.03619980812072754
1386,1,"[[], [], [], [2], [2], [2], [2], [2], [3], [2], [2], [2], [2], [], []]","[[], [], [], [], [], [3], [5], [4], [5], [3], [1], [], [], [], []]",1,0.01575779914855957
1387,7,"[[], [], [], [5], [1], [1], [1], [6], [7], [1, 1], [1], [1], [2], [], []]","[[], [], [], [2], [1, 1], [1, 2], [1, 2], [1, 2], [1, 2, 1], [9], [1], [], [], [], []]",1,0.05194664001464844
1388,8,"[[], [], [1, 1], [1, 1], [1, 1], [4], [1, 1], [1], [1, 1], [2, 1], [1, 2], [2, 2], [3], [], []]","[[], [], [], [], [], [3, 3], [1, 2, 2, 2], [1, 1], [1, 1, 2], [2, 2, 2], [3], [], [], [], []]",1,0.06391716003417969
1389,7,"[[], [], [], [4], [8], [1, 2], [2], [2], [3], [2], [3], [2], [3], [1], []]","[[], [], [], [2], [1, 2], [1, 2], [2, 3], [2, 3], [2, 4], [2, 3], [3], [1], [], [], []]",1,0.03735780715942383
139,0,"[[], [], [], [4], [2, 2], [2, 2], [1, 1], [2, 1], [2, 1], [2, 2], [2, 2], [2, 3], [4], [], []]","[[], [], [], [3], [6], [3, 1], [2, 1], [3, 2], [1, 1], [1, 3], [8], [2], [], [], []]",1,0.05521273612976074
1390,1,"[[], [], [], [1], [1], [1], [2], [2], [2], [1], [1], [1], [1], [], []]","[[], [], [], [], [], [], [3], [4], [4], [2], [], [], [], [], []]",4,0.015696048736572266
1391,9,"[[], [], [], [], [6], [6], [1], [1], [1], [2], [2], [1], [2], [1], []]","[[], [], [], [1], [1], [1, 1], [2, 1], [2, 1], [2, 2], [2, 1], [2, 2], [2], [], [], []]",240,0.10375428199768066
1392,3,"[[], [], [5], [1], [2], [4], [], [], [1], [1], [6], [5], [], [], []]","[[], [], [], [], [1, 2], [1, 2], [1, 2], [1, 1, 2], [1, 2, 2], [3, 1], [1, 2], [], [], [], []]",1,0.03994560241699219
1393,9,"[[], [], [], [2], [6], [2, 1], [2, 2], [7], [6], [3], [2], [2], [2], [1], []]","[[], [], [], [], [2], [4, 2], [2, 2, 2], [1, 5], [1, 4], [2, 4], [6], [1], [], [], []]",2,0.040151357650756836
1394,8,"[[], [], [], [1, 2], [1], [2], [3], [3], [1, 1], [1, 1], [1], [1], [2], [], []]","[[], [], [], [], [], [3], [2, 3], [1, 3, 1], [1, 2, 1], [3], [], [], [], [], []]",1,0.03635525703430176
1395,0,"[[], [], [1], [2, 2], [2, 1], [2, 2], [1, 1], [1, 2], [1, 1], [1, 2], [1, 2], [5], [1], [], []]","[[], [], [], [1], [3, 2], [2, 2], [3, 1], [1, 1], [2], [2, 2], [3, 3], [3], [], [], []]",14,0.06313228607177734
1396,7,"[[], [], [], [1], [2, 1], [1, 1], [1, 1], [1], [1], [1], [5], [1], [2], [2], []]","[[], [], [], [], [2], [1], [1, 1], [1, 2], [6], [4, 1], [1, 1], [], [], [], []]",4,0.03838396072387695
1397,8,"[[], [], [], [4], [1, 1], [1, 2], [1, 2], [1, 2], [3], [2], [2], [1, 1], [3], [], []]","[[], [], [], [], [2], [1, 1], [8], [1, 2], [1, 2], [1, 2], [1, 2], [1, 1], [1], [], []]",2,0.0498204231262207
1398,0,"[[], [], [2], [4], [3, 1], [2, 1, 1], [1, 1], [2, 1], [1, 1], [1, 2], [1, 1], [5], [3], [], []]","[[], [], [], [], [], [7], [2, 1, 2], [2, 2], [4, 2], [2, 3], [7], [], [], [], []]",1,0.05227160453796387
1399,5,"[[], [], [], [6], [5], [1], [8], [3, 2], [2], [2], [1, 2], [1, 3], [5], [], []]","[[], [], [], [2], [4, 3], [1, 2, 1], [2, 1, 1], [2, 1, 2], [2, 1, 2], [1, 1, 2], [1, 5], [1, 3], [], [], []]",1,0.06578683853149414
14,3,"[[], [], [], [1], [4], [2], [2], [5], [2, 2], [1, 1], [6], [], [], [], []]","[[], [], [1], [1], [1], [2, 1], [2, 1], [1, 1], [1, 3, 1], [1, 4], [3], [2], [], [], []]",1,0.03997635841369629
140,9,"[[], [], [], [4], [2, 2], [1, 2], [1, 3], [4, 1], [2, 1], [1], [1], [1], [5], [], []]","[[], [], [], [], [4], [2, 2], [1, 2, 1], [5, 1], [4, 1], [3, 1], [4], [], [], [], []]",1,0.048418521881103516
1400,2,"[[], [], [], [4], [3, 1], [1], [1], [4, 1], [6, 1], [1, 3], [6, 1], [2], [], [], []]","[[], [], [1], [2, 1], [2, 1], [2, 1], [1, 2, 1], [2, 1, 1], [2, 3], [1, 1], [1, 3], [3, 2], [1], [], []]",4,0.060060977935791016
1401,5,"[[], [], [], [6], [6], [2], [3], [4], [2], [2], [1, 2], [5], [3], [], []]","[[], [], [], [1], [3], [2, 2], [3, 2], [9], [2, 4], [2], [2], [2], [2], [], []]",1,0.027771711349487305
1402,1,"[[], [], [], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [], []]","[[], [], [], [], [], [], [], [10], [10], [], [], [], [], [], []]",1,0.013191461563110352
1403,8,"[[], [], [], [5], [1, 2], [1, 1], [2, 1], [3], [3], [4], [2, 1], [1, 1], [4], [], []]","[[], [], [], [], [2], [1, 2, 1], [2, 4, 1], [1, 1, 3, 1], [1, 3, 1], [1, 1, 2], [3], [1], [], [], []]",2,0.05838727951049805
1404,4,"[[], [], [], [1], [1, 1], [1, 1], [1, 2], [3, 1], [7], [1], [1], [1], [1], [], []]","[[], [], [], [2], [2], [3], [2, 1], [1], [1], [7], [4], [], [], [], []]",1,0.0334477424621582
1405,9,"[[], [], [], [3], [4], [2, 1], [2, 3], [6], [4], [3], [3], [3], [1], [1], []]","[[], [], [], [], [], [3], [5, 4], [2, 5], [2, 6], [2, 4], [3], [], [], [], []]",1,0.03369593620300293
1406,1,"[[], [], [1], [2], [2], [2], [3], [2], [2], [2], [1], [2], [1], [], []]","[[], [], [], [], [], [], [6], [7, 2], [5], [], [], [], [], [], []]",1,0.017913341522216797
1407,9,"[[], [], [], [3], [7], [2, 1], [2, 1], [2, 1], [7], [3, 2], [2], [1], [2], [2], []]","[[], [], [], [2], [4], [2, 2], [1, 2], [2, 2], [2, 1, 2], [2, 6], [1, 4], [3], [], [], []]",1,0.05141115188598633
1408,4,"[[], [], [], [1], [1, 1], [1, 1], [1, 1], [3, 1], [6], [1], [2], [1], [2], [], []]","[[], [], [], [], [2], [4], [1, 2], [1, 1], [1, 3], [5], [3], [], [], [], []]",1,0.03533673286437988
1409,3,"[[], [], [3], [5], [2], [1], [4], [5], [1, 2], [1], [1, 3], [7], [], [], []]","[[], [], [], [1], [2], [3, 1], [1, 2, 1], [2, 2, 2], [2, 2, 2], [4, 2, 2], [2, 2], [], [], [], []]",1,0.05193138122558594
141,7,"[[], [], [], [], [2], [6], [1, 2], [2], [2], [2], [2], [1], [1], [1], []]","[[], [], [], [], [2], [1], [1, 4], [1, 4], [5], [3], [1], [], [], [], []]",2,0.027194499969482422
1410,8,"[[], [], [], [5], [5], [1, 2], [4], [3], [4], [1, 1], [1, 2], [5], [3], [], []]","[[], [], [], [], [2], [1, 3], [6, 2], [2, 3, 1], [2, 3, 2], [3, 3], [3], [1], [], [], []]",2,0.04315924644470215
1411,6,"[[], [], [1], [2], [1], [1], [1], [1, 2], [4], [1, 1], [1, 1], [3], [], [], []]","[[], [], [], [], [], [], [7], [1, 1, 1], [2, 2, 1], [2, 1], [2], [], [], [], []]",1,0.033677101135253906
1412,3,"[[], [], [], [4], [1, 1], [1], [1], [1], [1], [1], [1], [1, 1], [4], [], []]","[[], [], [], [2], [1], [1, 1], [4, 1], [1], [1], [1], [1], [4], [], [], []]",14,0.031598806381225586
1413,7,"[[], [], [], [], [7], [2], [2], [1], [1], [6], [1], [1], [1], [1], []]","[[], [], [], [], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1, 1], [9], [3], [], [], [], []]",1,0.028653621673583984
1414,4,"[[], [], [], [1], [1], [1, 1], [1, 1], [5], [5], [1], [1], [2], [2], [], []]","[[], [], [], [], [], [3], [2, 2], [2, 2], [6], [4], [1], [], [], [], []]",4,0.02655506134033203
1415,5,"[[], [], [], [4], [5], [4], [3], [5], [6], [3], [2], [4], [4], [], []]","[[], [], [], [], [3], [4, 1], [5, 2], [2, 2, 2], [2, 3, 2], [2, 4], [2, 2], [1], [1], [], []]",1,0.04118466377258301
1416,7,"[[], [], [], [], [4, 2], [7], [3, 2], [2], [2], [2], [3], [3], [2], [2], []]","[[], [], [], [1], [3], [3], [2], [2, 4], [1, 5], [8], [5], [], [], [], []]",1,0.030472755432128906
1417,6,"[[], [], [2], [3], [2], [2, 1], [2, 5], [2, 6], [3, 5], [2, 3], [2, 4], [5], [], [], []]","[[], [], [], [4], [6], [4, 1], [3, 2], [3, 2, 2], [2, 3, 1], [5], [5], [4], [2], [], []]",2,0.051987648010253906
1418,8,"[[], [], [1], [6], [1, 2], [1], [5], [4], [2, 1], [1, 1], [1, 1], [2, 3], [3], [], []]","[[], [], [], [], [1, 2], [1, 1, 1, 1], [1, 3, 1], [1, 3, 1], [1, 2, 2], [2, 3, 1], [3, 3], [1], [], [], []]",6,0.06949472427368164
1419,1,"[[], [], [1], [1], [], [1], [1], [1], [1], [2], [2], [2], [2], [], []]","[[], [], [], [], [], [], [2], [8], [4], [], [], [], [], [], []]",1,0.013775110244750977
142,6,"[[], [1], [2], [2], [2], [3], [2, 1], [1, 4], [5, 1], [3, 1], [6], [4], [], [], []]","[[], [], [], [], [4], [6], [2, 4], [2, 2, 2], [3, 2, 1], [2, 2, 1], [2, 3], [], [], [], []]",1,0.0508265495300293
1420,4,"[[], [], [], [1], [], [1], [1, 1], [1], [1, 1], [2], [1], [1], [1], [], []]","[[], [], [], [], [], [2], [1, 1], [], [1], [7], [], [], [], [], []]",1,0.022663116455078125
1421,8,"[[], [], [2], [4], [1, 2], [1, 2], [1, 1], [4], [3], [3], [2, 1], [2, 2], [3], [], []]","[[], [], [], [], [2], [3], [7, 1], [1, 3, 1], [2, 5], [6], [3], [], [], [], []]",1,0.047847747802734375
1422,2,"[[], [], [1], [5], [7], [6], [3], [3], [3], [3], [9], [7], [], [], []]","[[], [], [], [1], [3, 2], [3, 4], [9], [6, 2], [4, 2], [2, 2], [2], [2], [2], [1], []]",3,0.034290313720703125
1423,5,"[[], [], [], [], [1, 7], [1, 1], [1], [6], [2], [1], [1], [3], [1, 3], [2], []]","[[], [], [], [], [3, 1], [1, 1, 1], [1, 2], [2, 1, 2], [1, 2, 2], [1, 5], [1], [1], [1], [1], []]",1,0.04981112480163574
1424,6,"[[], [], [2], [2], [1], [1], [2, 3], [1, 2, 1], [1, 2, 2], [1, 4], [7], [], [], [], []]","[[], [], [], [3], [2, 1], [2, 1], [1, 1], [2, 3], [2, 4], [1, 2], [1, 1], [1, 1], [3], [], []]",5,0.05934286117553711
1425,1,"[[], [], [1], [1], [2], [1], [2], [2], [2], [2], [3], [3], [2], [], []]","[[], [], [], [], [2], [3], [3], [4], [3], [3], [3], [], [], [], []]",4,0.021631240844726562
1426,5,"[[], [], [], [3], [7], [1], [2], [1, 1], [2], [3], [1, 2], [5], [], [], []]","[[], [], [], [2], [1], [2, 1], [3, 1], [2, 3], [2, 4], [2, 2], [1], [1], [1], [], []]",1,0.0372464656829834
1427,9,"[[], [], [], [3], [1, 3], [1, 2], [2], [1, 1], [1, 1], [3, 1], [1], [1], [1], [2], []]","[[], [], [1], [1, 1], [1, 1], [1], [1, 1], [1, 1], [1, 1], [3], [9], [1], [], [], []]",238,0.11382079124450684
1428,0,"[[], [], [], [4], [1, 3], [1, 2], [1, 1], [2, 1], [1, 1], [1, 1], [1, 1], [1, 2], [5], [], []]","[[], [], [], [], [6], [3, 1], [1, 1], [1, 1], [2, 2], [3, 1], [8], [], [], [], []]",1,0.05447101593017578
1429,4,"[[], [], [], [], [1], [1, 1], [1, 1], [], [1, 2], [2], [1], [1], [], [], []]","[[], [], [], [], [], [2, 1], [], [4], [2], [2], [1], [], [], [], []]",2,0.02459239959716797
143,7,"[[], [], [], [], [7], [1], [2], [2], [2], [2], [3], [2], [1], [2], []]","[[], [], [], [], [1, 1], [1, 3], [1, 2], [1, 2], [1, 4], [1, 3], [3], [], [], [], []]",1,0.03177666664123535
1430,4,"[[], [], [], [1], [1, 1], [2, 1], [2, 2], [8], [8], [2], [1], [1], [2], [], []]","[[], [], [], [2], [3], [4], [2, 2], [2], [2], [4, 1], [10], [], [], [], []]",1,0.029410362243652344
1431,4,"[[], [], [], [1], [2, 2], [1, 1], [1, 2], [2, 2], [2, 2], [7], [1], [2], [1], [], []]","[[], [], [], [], [3], [4, 2], [2, 3], [1, 3], [4], [3, 1], [2, 1], [], [], [], []]",1,0.04308795928955078
1432,7,"[[], [], [], [], [5], [4], [2], [2], [1], [1], [2], [3], [2], [2], []]","[[], [], [1], [1], [1], [1], [2], [1, 3], [1, 4], [7], [2], [], [], [], []]",1,0.023307085037231445
1433,8,"[[], [], [1, 1], [3, 1], [2, 1], [1, 1], [1], [3], [3], [1, 1], [1, 1], [4], [3], [], []]","[[], [], [], [], [], [3], [2, 1, 2], [2, 3, 2], [1, 2, 3], [2, 1], [1], [4], [], [], []]",6,0.056787967681884766
1434,0,"[[], [], [], [2], [5], [3, 2], [3, 2], [1, 1], [1, 1], [1, 3], [9], [1], [], [], []]","[[], [], [], [5], [2, 2], [2, 1], [2, 1], [2, 1], [2, 1], [1, 1], [2, 2], [2, 2], [4], [], []]",1,0.05742692947387695
1435,1,"[[], [], [], [1], [1], [1], [1], [2], [2], [1], [1], [1], [1], [], []]","[[], [], [], [], [], [], [2], [4], [5], [1], [], [], [], [], []]",2,0.014160871505737305
1436,8,"[[], [], [], [1], [2, 1, 1], [1, 1], [1, 1], [3], [2], [3], [2, 2], [1, 2], [3], [], []]","[[], [], [], [], [3], [2, 1], [5, 1], [1, 5], [1, 1, 2], [1], [2], [], [1], [1], []]",8,0.04894423484802246
1437,8,"[[], [], [], [4], [2, 1], [2, 1], [4], [4], [5], [2, 1], [1, 1], [1, 1], [2, 2], [], []]","[[], [], [], [], [], [2, 5], [6, 1], [1, 3], [1, 3], [1, 3, 1], [3, 4], [], [], [], []]",1,0.04984331130981445
1438,9,"[[], [], [], [2], [4], [2, 2], [2, 1], [5], [5], [2], [3], [3], [3], [2], []]","[[], [], [], [], [2], [5], [2, 2], [2, 2, 4], [2, 7], [8], [], [], [], [], []]",1,0.03303933143615723
1439,5,"[[], [], [2], [5], [2], [1], [4], [1, 1], [1], [1], [2, 3], [5], [3], [], []]","[[], [], [], [1], [3], [2, 2], [2, 2], [1, 1, 2], [2, 1, 2], [1, 4], [1], [1], [2], [1], []]",4,0.05225563049316406
144,9,"[[], [], [], [3], [1, 1], [1, 2], [1], [1, 3], [4], [2], [2], [1], [2], [1], []]","[[], [], [], [], [1], [1, 2], [1, 1, 2], [1, 6], [1, 4], [4], [1], [], [], [], []]",2,0.04026961326599121
1440,7,"[[], [], [], [], [3], [8], [2, 2], [2, 1], [2], [1], [3], [2], [2], [2], [2]]","[[], [], [], [1], [3], [2], [2, 2], [2, 5], [2, 3], [1, 3], [4], [2], [], [], []]",1,0.034430503845214844
1441,3,"[[], [], [], [6], [2], [1], [3], [3], [2], [1], [1], [1, 3], [6], [], []]","[[], [], [2], [1], [1, 1], [1, 1], [1, 2, 1], [2, 1, 2], [2, 1, 1], [1, 1, 1], [4], [2], [], [], []]",1,0.05003499984741211
1442,8,"[[], [], [], [4], [1, 1], [1, 1], [3], [2], [2], [1, 1], [1, 2], [1, 2], [3], [], []]","[[], [], [], [], [2], [1, 1], [3, 1, 1], [1, 3, 2], [1, 6], [1, 1], [2], [], [], [], []]",3,0.05085039138793945
1443,4,"[[], [], [], [], [1], [1], [1, 2], [1, 1], [1, 3], [1, 1], [1], [], [1], [2], []]","[[], [], [], [], [], [3], [1, 1], [1, 1], [1, 2], [5], [2], [], [], [], []]",2,0.04481244087219238
1444,7,"[[], [], [], [], [5], [5, 1], [1], [2], [2], [2], [1], [2], [1], [1], []]","[[], [], [], [], [1, 1], [1, 2], [1, 2], [2, 2], [2, 3], [1, 2], [2], [1], [], [], []]",3,0.03611397743225098
1445,3,"[[], [], [2], [5], [2, 2], [1], [4], [4], [2], [1], [7], [6], [], [], []]","[[], [], [], [], [2], [2, 2], [3, 2], [2, 2, 2], [1, 2, 2], [2, 3, 2], [7], [], [], [], []]",2,0.039174795150756836
1446,3,"[[], [], [], [5], [1], [1], [2], [3], [4], [1], [2], [2], [3], [], []]","[[], [], [], [], [1], [1, 1, 1], [1, 2, 1], [1, 2, 2], [1, 3, 2], [3, 2], [], [], [], [], []]",1,0.03692626953125
1447,7,"[[], [], [], [], [4, 1], [2, 3], [1, 1], [1], [1], [2], [1], [1], [1], [1], []]","[[], [], [], [], [2, 1], [2, 1], [1, 1], [1, 2], [1, 1], [1, 2], [2], [2], [], [], []]",706,0.21433520317077637
1448,1,"[[], [], [2], [2], [2], [3], [3], [3], [2], [2], [2], [2], [1], [], []]","[[], [], [], [], [], [], [6], [11], [7], [], [], [], [], [], []]",1,0.014001607894897461
1449,5,"[[], [], [], [], [6], [4, 2], [4], [6], [5], [1], [3], [3], [], [], []]","[[], [], [], [1], [1, 1], [4, 1], [5, 1], [5, 1], [5, 1], [1, 3], [1], [2], [1], [], []]",3,0.0328371524810791
145,9,"[[], [], [], [], [5], [3, 2], [2, 3], [6], [2, 2], [2], [2], [2], [2], [1], []]","[[], [], [], [], [3], [5], [2, 2], [1, 2], [9], [10], [], [], [], [], []]",1,0.027759552001953125
1450,4,"[[], [], [], [1], [1, 1], [], [1, 1], [1, 1], [1], [4], [2], [1], [], [], []]","[[], [], [], [], [2], [2, 1], [1], [3], [3], [2], [1], [], [], [], []]",4,0.02646636962890625
1451,3,"[[], [], [], [7], [1], [2], [2], [5], [2, 3], [1], [1], [2], [6], [], []]","[[], [], [], [1], [1, 2, 1], [1, 2, 1], [1, 1, 1], [1, 3, 1], [1, 3, 2], [1, 1, 1, 1], [3, 2], [], [], [], []]",1,0.058768510818481445
1452,4,"[[], [], [], [], [1, 1], [1, 1], [1, 1], [3], [3], [1], [1], [1], [1], [1], []]","[[], [], [], [], [], [2], [3, 2], [3], [2], [4], [1], [], [], [], []]",3,0.028771162033081055
1453,7,"[[], [], [], [2], [7], [1], [2], [2], [3], [3], [2], [2], [2], [1], []]","[[], [], [], [1], [1], [2], [2, 2], [1, 5], [1, 6], [6], [], [], [], [], []]",1,0.02605891227722168
1454,9,"[[], [], [], [], [2, 1], [1, 1], [1, 2], [5], [4], [3], [1], [1], [2], [1], []]","[[], [], [], [], [1], [1, 1, 2], [1, 3, 2], [1, 4], [3], [1, 3], [2], [], [], [], []]",9,0.04707646369934082
1455,4,"[[], [], [], [1], [1, 2], [2, 1], [2, 2, 1], [1, 2, 2], [1, 2, 2], [8], [2], [], [], [], []]","[[], [], [], [2], [2, 1], [2, 1], [2, 1], [5], [7], [2, 1], [1], [1], [2], [2], []]",2,0.05022883415222168
1456,9,"[[], [], [], [], [5], [1, 1], [3], [2], [1], [1], [1], [2], [1], [2], []]","[[], [], [], [], [1], [1, 1], [1, 1], [1, 1, 3], [3, 4, 1], [1, 1], [], [], [], [], []]",1,0.03680562973022461
1457,4,"[[], [], [], [1], [3, 1], [1, 1], [1, 1], [2, 1], [5], [4], [2], [1], [1], [1], []]","[[], [], [], [2], [3], [1, 2], [3], [2], [3], [10], [], [], [], [], []]",1,0.029205322265625
1458,1,"[[], [], [1], [1], [1], [3], [2], [3], [3], [1], [2], [2], [1], [], []]","[[], [], [], [], [1], [3], [4], [4], [4], [4], [], [], [], [], []]",1,0.018240690231323242
1459,9,"[[], [], [], [1], [3, 3], [2, 1], [5], [3], [2], [2], [3], [2], [2], [1], []]","[[], [], [], [], [1], [3, 2], [1, 1, 3], [1, 6], [5], [5], [1], [1], [], [], []]",1,0.034708261489868164
146,6,"[[], [], [2], [1], [2], [2], [2], [1, 3], [2, 4], [1, 1], [1, 1, 1], [5], [], [], []]","[[], [], [], [], [4], [3, 1], [2, 2], [2, 2, 1], [1, 2, 1], [1, 2], [1, 2, 1], [1], [], [], []]",2,0.054685354232788086
1460,1,"[[], [], [1], [1], [2], [1], [1], [2], [2], [2], [2], [2], [1], [], []]","[[], [], [], [], [], [], [4], [1, 7], [5], [], [], [], [], [], []]",1,0.016881227493286133
1461,3,"[[], [], [2], [5], [3], [2], [7], [3, 2], [2, 1], [1], [2], [7], [4], [], []]","[[], [], [], [1], [2, 2], [1, 3, 2], [1, 2, 2], [5, 1], [5, 1], [2, 1, 1], [2, 2], [5], [], [], []]",1,0.05127429962158203
1462,8,"[[], [], [], [7], [3, 2], [1, 2], [2, 3], [3], [4], [4], [2, 1], [5], [4], [], []]","[[], [], [], [], [2], [3, 5], [2, 4, 2], [2, 3, 2], [1, 7], [1, 1], [1, 2], [3], [2], [], []]",1,0.052858829498291016
1463,8,"[[], [], [], [6], [2, 2], [2, 2], [1, 1], [3, 1], [6], [3], [1, 1], [2, 1], [4], [], []]","[[], [], [], [3], [1, 2], [1, 2, 2], [1, 5], [1, 2, 1], [1, 2, 1], [1, 2, 2], [1, 2], [3], [2], [], []]",1,0.06421279907226562
1464,5,"[[], [], [], [6], [6], [1, 1], [2], [2], [2], [3], [1, 1], [1, 2], [5], [], []]","[[], [], [], [], [1, 1], [5, 2], [1, 2, 1], [3, 1, 1], [2, 1, 1], [2, 4], [2, 1], [1], [1], [], []]",2,0.05350375175476074
1465,7,"[[], [], [], [], [7], [7], [1], [2], [2], [2], [2], [2], [2], [2], []]","[[], [], [], [], [2], [2], [2, 1], [2, 3], [2, 4], [2, 4], [5], [], [], [], []]",1,0.026594161987304688
1466,4,"[[], [], [], [1], [1, 1], [2, 1], [2, 2], [8], [8], [2], [3], [2], [2], [], []]","[[], [], [], [3], [4], [2, 2], [2, 1], [2, 3], [5], [4], [3], [2], [2], [], []]",1,0.03320789337158203
